BookingID,LeadTime,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
30288,304,2018,11,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89,0,
30289,25,2018,6,1,0,2,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,104,0,
30290,35,2018,12,19,1,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,63.75,0,
30291,91,2018,10,7,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,121.5,2,
30292,66,2018,4,23,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,2,
30293,233,2018,10,14,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,0,
30294,251,2018,12,28,2,9,Meal Plan 1,0,Room_Type 2,0,2,Online,0,0,0,74.29,2,
30295,12,2018,9,8,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,129,2,
30296,19,2018,5,2,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,130,0,
30297,56,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,
30298,119,2017,8,27,2,6,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,82.87,1,
30299,5,2017,12,24,0,2,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,72.75,1,
30300,21,2018,5,9,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126,1,
30301,105,2018,4,6,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
30302,296,2018,9,21,0,4,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,117,1,
30303,41,2018,3,10,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,83.9,1,
30304,82,2018,11,13,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,107,1,
30305,301,2018,7,30,1,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30306,315,2018,12,2,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,52,0,
30307,11,2018,8,8,1,0,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,191.35,1,
30308,68,2017,9,29,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,49.5,0,
30309,85,2018,10,17,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,113.4,2,
30310,59,2018,3,31,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,
30311,71,2018,4,24,2,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,112.8,0,
30312,40,2018,1,14,0,3,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,77.55,1,
30313,26,2018,11,17,0,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,91.2,0,
30314,183,2018,9,8,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,110,1,
30315,20,2018,9,25,2,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,127.2,3,
30316,250,2018,9,26,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,95,0,
30317,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,
30318,14,2018,8,22,1,1,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,156,2,
30319,117,2018,7,29,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,123.3,1,
30320,81,2018,8,14,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,117.9,3,
30321,26,2018,9,5,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,127.2,0,
30322,91,2018,8,21,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,117.9,0,
30323,197,2018,8,23,2,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,97.02,1,
30324,39,2017,8,14,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,101.5,0,
30325,47,2018,5,30,1,3,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,89,0,
30326,27,2018,11,13,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,96.9,2,
30327,62,2018,11,20,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
30328,187,2018,7,11,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,99.45,1,
30329,44,2018,11,4,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,110.13,2,
30330,3,2017,9,21,1,2,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,133,2,
30331,16,2018,1,27,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,80,0,
30332,164,2017,10,2,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,100,0,
30333,118,2018,6,26,4,6,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,113.33,2,
30334,12,2018,4,30,2,4,Meal Plan 1,0,Room_Type 4,1,0,Online,0,0,0,154.33,0,
30335,8,2018,5,25,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,119,0,
30336,204,2017,10,9,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.75,0,
30337,10,2018,3,6,1,0,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,79,0,
30338,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,
30339,37,2018,10,27,0,2,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,109,1,
30340,1,2018,3,15,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,82,1,
30341,18,2017,12,26,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,97,0,
30342,151,2018,10,30,2,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,122.76,0,
30343,2,2018,12,20,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,79.5,1,
30344,5,2018,8,4,1,3,Meal Plan 2,0,Room_Type 5,3,0,Online,0,0,0,228.8,0,
30345,2,2018,12,20,0,3,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,117.5,1,
30346,320,2018,8,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30347,1,2018,3,8,0,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,90,0,
30348,8,2018,2,9,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.07,1,
30349,115,2018,2,27,2,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,76,0,
30350,22,2018,8,31,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,122,3,
30351,146,2018,4,24,2,0,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,95,0,
30352,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30353,160,2018,5,27,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,128.35,1,
30354,96,2018,11,18,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.67,2,
30355,338,2018,10,7,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,90.67,1,
30356,71,2018,6,9,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,116.1,0,
30357,64,2018,5,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,140,0,
30358,286,2018,9,16,0,2,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,91,0,
30359,67,2017,7,10,2,3,Meal Plan 1,0,Room_Type 1,2,2,Offline,0,0,0,106.25,0,
30360,14,2018,12,1,0,2,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,67.76,1,
30361,42,2018,3,24,0,3,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,115.8,1,
30362,116,2018,5,5,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,0,
30363,70,2018,6,9,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,
30364,221,2018,8,12,0,1,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,73,0,
30365,111,2018,8,11,0,2,Meal Plan 1,1,Room_Type 4,3,0,Online,0,0,0,155.7,2,
30366,34,2018,12,17,1,1,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,56.16,0,
30367,89,2018,3,30,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,76.5,0,
30368,7,2018,5,25,0,2,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,241,2,
30369,213,2018,6,7,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,130,0,
30370,80,2018,4,25,1,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,121.55,3,
30371,5,2018,4,2,0,1,Meal Plan 1,0,Room_Type 4,2,1,Online,0,0,0,143.5,1,
30372,83,2018,7,23,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,
30373,2,2018,5,15,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,81.75,1,
30374,304,2018,11,3,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89,0,
30375,165,2018,7,17,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,
30376,192,2018,6,24,0,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,95,0,
30377,228,2018,10,5,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,102.85,1,
30378,0,2018,3,10,0,1,Not Selected,0,Room_Type 7,2,0,Complementary,0,0,0,0,1,
30379,108,2018,12,24,2,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,97,1,
30380,43,2018,4,30,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,
30381,245,2018,6,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
30382,84,2018,4,27,0,4,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.4,1,
30383,75,2018,3,14,1,2,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,69.53,0,
30384,188,2018,10,18,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.5,1,
30385,297,2018,10,23,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90.95,0,
30386,335,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,80,0,
30387,106,2018,7,11,1,3,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,139.95,2,
30388,0,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,2,92.5,0,
30389,43,2018,3,25,1,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,68,0,
30390,63,2018,4,22,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.3,1,
30391,59,2018,6,26,1,0,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89.1,1,
30392,179,2018,9,2,2,5,Meal Plan 1,0,Room_Type 2,0,2,Online,0,0,0,121.01,0,
30393,11,2017,11,1,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,87,1,
30394,63,2017,11,23,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60,0,
30395,3,2018,6,11,0,1,Meal Plan 1,0,Room_Type 5,2,0,Online,0,0,0,128.8,0,
30396,122,2018,7,9,2,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,105.83,2,
30397,19,2018,9,15,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,139,2,
30398,85,2018,11,14,1,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89.7,2,
30399,78,2017,9,30,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,62.18,2,
30400,2,2018,8,28,2,1,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,75,0,
30401,44,2018,8,31,0,3,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,157.5,0,
30402,40,2017,12,26,2,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,55,1,
30403,6,2017,10,20,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,2,
30404,29,2018,2,20,2,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,73.42,0,
30405,131,2018,8,26,1,2,Meal Plan 1,1,Room_Type 4,3,0,Online,0,0,0,137.7,2,
30406,140,2018,7,3,2,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,131.7,2,
30407,197,2018,8,23,2,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,112.32,2,
30408,66,2017,10,9,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,75,0,
30409,61,2018,8,29,1,3,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,107.1,0,
30410,16,2018,12,22,2,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,70.72,0,
30411,40,2018,10,15,2,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,148.28,2,
30412,148,2018,8,16,2,5,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,138.14,0,
30413,77,2018,8,3,2,5,Meal Plan 1,1,Room_Type 4,2,0,Online,0,0,0,140.4,1,
30414,96,2017,7,11,2,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,
30415,0,2018,12,21,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,67.58,2,
30416,17,2018,1,25,1,4,Meal Plan 1,0,Room_Type 2,2,0,Online,0,0,0,77.25,0,
30417,28,2018,2,26,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,70.04,1,
30418,20,2018,10,3,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,108.99,1,
30419,320,2018,8,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30420,6,2017,12,10,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,1,1,0,0,0,
30421,188,2018,6,15,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,130,0,
30422,40,2018,5,7,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,126.9,0,
30423,83,2018,10,31,1,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,106.38,1,
30424,11,2018,9,19,1,0,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,187,2,
30425,38,2018,5,27,2,2,Meal Plan 1,0,Room_Type 7,3,0,Online,0,0,0,196.46,2,
30426,75,2018,7,2,1,1,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,150.3,2,
30427,36,2018,10,28,1,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109,1,
30428,5,2017,9,8,0,4,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,114,2,
30429,150,2018,6,16,0,3,Meal Plan 2,0,Room_Type 1,1,0,Online,0,0,0,70,0,
30430,256,2018,6,15,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30431,86,2018,10,28,0,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,104.4,1,
30432,221,2018,9,29,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115.5,2,
30433,40,2018,9,26,1,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,145.98,1,
30434,28,2018,2,6,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,84.3,2,
30435,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,109,0,
30436,23,2018,4,18,1,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89,0,
30437,111,2018,3,20,2,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,58,1,
30438,18,2018,2,22,1,0,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,85,0,
30439,5,2018,10,25,0,2,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,95,0,
30440,17,2018,12,2,6,15,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,75.66,0,
30441,140,2017,12,29,0,5,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,70,0,
30442,66,2018,11,10,0,3,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,106.5,1,
30443,2,2018,7,9,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,116.27,1,
30444,219,2017,9,4,1,2,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,76.67,0,
30445,91,2017,12,30,0,4,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,60.5,0,
30446,66,2018,6,20,1,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,89.75,0,
30447,1,2018,6,14,0,2,Meal Plan 1,0,Room_Type 1,3,0,Online,0,0,0,179,1,
30448,2,2018,10,13,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,109.65,0,
30449,3,2018,9,15,0,3,Not Selected,1,Room_Type 1,2,0,Online,0,0,0,161.33,2,
30450,1,2017,8,8,2,5,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,88,2,
30451,219,2018,8,30,0,2,Meal Plan 1,0,Room_Type 6,3,0,Online,0,0,0,152.99,1,
30452,124,2017,8,8,2,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,94.5,0,
30453,111,2017,10,5,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,72.25,0,
30454,102,2017,7,29,2,5,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,46.66,0,
30455,87,2018,4,9,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,80.75,2,
30456,252,2018,8,14,2,3,Meal Plan 1,0,Room_Type 2,2,2,Online,0,0,0,163.63,1,
30457,84,2018,9,7,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,3,14,65,0,
30458,21,2018,10,25,0,3,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,83.2,0,
30459,273,2017,7,17,0,2,Meal Plan 2,0,Room_Type 1,1,0,Offline,0,0,0,87,0,
30460,59,2017,12,27,2,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,112,0,
30461,55,2018,4,6,0,1,Meal Plan 2,0,Room_Type 1,2,0,Offline,0,0,0,104,0,
30462,46,2018,12,18,4,6,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,74.8,1,
30463,56,2017,11,6,1,2,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,60,1,
30464,149,2018,8,3,2,4,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,119,1,
30465,0,2018,2,6,0,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,79,0,
30466,108,2018,4,30,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,77.03,1,
30467,116,2018,2,28,2,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,61,0,
30468,185,2018,8,2,2,6,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,114.75,1,
30469,21,2017,11,5,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76,0,
30470,9,2018,6,3,0,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,0,0,
30471,320,2018,8,18,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30472,23,2018,11,11,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.67,5,
30473,33,2018,10,6,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,126,1,
30474,9,2018,2,12,1,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,85,1,
30475,141,2018,6,4,2,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109.2,0,
30476,247,2018,6,6,1,1,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30477,19,2018,5,7,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,121,0,
30478,15,2018,11,29,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,106.33,2,
30479,12,2017,8,23,2,2,Meal Plan 1,1,Room_Type 1,2,0,Online,0,0,0,99,3,
30480,132,2018,6,11,1,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,143.1,2,
30481,31,2018,6,17,2,5,Meal Plan 1,0,Room_Type 4,2,0,Offline,0,0,0,96.3,0,
30482,19,2018,10,2,2,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,85,0,
30483,101,2018,8,9,0,2,Meal Plan 2,0,Room_Type 4,2,0,Online,0,0,0,165.6,0,
30484,66,2018,10,23,2,2,Meal Plan 1,0,Room_Type 7,2,1,Online,0,0,0,213.1,1,
30485,140,2018,9,12,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,110.19,3,
30486,22,2018,5,31,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,109,1,
30487,133,2018,8,19,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,82.45,0,
30488,64,2018,9,6,1,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,136.8,0,
30489,2,2018,5,4,0,1,Meal Plan 1,1,Room_Type 1,1,0,Corporate,1,0,3,67,1,
30490,125,2017,12,11,0,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.25,1,
30491,24,2017,12,5,2,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,47,0,
30492,64,2018,5,17,0,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,130,0,
30493,172,2018,7,15,2,5,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,112.32,0,
30494,1,2017,11,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,
30495,102,2017,10,16,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,101.5,0,
30496,121,2018,6,24,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,90,0,
30497,28,2018,10,7,2,4,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,164.5,2,
30498,17,2018,3,17,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,80,0,
30499,97,2018,10,11,0,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,97.2,1,
30500,257,2017,7,1,0,2,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,101.5,0,
30501,122,2018,4,15,0,2,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,40.5,0,
30502,124,2018,8,11,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,114.3,1,
30503,162,2018,10,14,2,2,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,115,0,
30504,0,2018,10,3,1,0,Meal Plan 1,0,Room_Type 1,2,0,Corporate,1,0,3,75,0,
30505,192,2018,12,4,2,2,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,72.75,2,
30506,118,2018,8,14,2,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,139.5,1,
30507,25,2018,5,10,0,3,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,129,0,
30508,101,2018,7,3,2,5,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,103.5,0,
30509,159,2018,9,18,2,3,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,87.72,1,
30510,76,2018,4,28,0,3,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,111.3,1,
30511,305,2018,11,4,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,89,0,
30512,238,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,80,0,
30513,37,2018,10,13,0,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,105,0,
30514,148,2018,8,15,1,3,Meal Plan 1,1,Room_Type 6,2,2,Online,0,0,0,182.83,1,
30515,92,2017,7,4,2,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,76.5,1,
30516,127,2018,4,15,2,3,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,91.29,0,
30517,11,2018,6,26,2,2,Meal Plan 1,0,Room_Type 4,2,1,Offline,0,0,0,156.8,3,
30518,5,2018,3,23,0,1,Not Selected,0,Room_Type 1,2,0,Online,0,0,0,89,0,
30519,36,2018,10,28,1,2,Meal Plan 1,0,Room_Type 1,2,1,Offline,0,0,0,100,1,
30520,110,2018,11,2,0,3,Not Selected,0,Room_Type 1,1,0,Online,0,0,0,85.87,1,
30521,14,2017,8,21,4,11,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94,3,
30522,48,2018,4,24,1,0,Not Selected,0,Room_Type 1,2,0,Offline,0,0,0,80.4,0,
30523,5,2018,3,2,0,1,Meal Plan 1,0,Room_Type 1,1,0,Aviation,0,0,0,91,0,
30524,34,2017,10,18,1,0,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,76.5,0,
30525,40,2018,10,14,1,2,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,145.2,2,
30526,44,2018,8,29,2,5,Meal Plan 1,0,Room_Type 4,2,0,Online,0,0,0,124.46,0,
30527,386,2018,10,23,2,0,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,115,1,
30528,204,2018,8,29,1,2,Meal Plan 1,0,Room_Type 4,3,0,Online,0,0,0,128.7,0,
30529,23,2018,2,12,1,2,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,72.8,0,
30530,143,2018,7,13,0,1,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,81.08,1,
30531,4,2018,11,13,2,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,65,0,
30532,16,2018,3,9,0,3,Meal Plan 2,0,Room_Type 1,2,0,Online,0,0,0,135,1,
30533,230,2018,9,6,0,5,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,137,1,
30534,90,2018,10,17,1,3,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,80.75,0,
30535,4,2017,9,28,1,2,Meal Plan 1,0,Room_Type 1,1,0,Corporate,1,0,1,65,0,
30536,56,2017,10,21,0,3,Meal Plan 1,0,Room_Type 1,2,0,Online,0,0,0,94.5,3,
30537,0,2017,8,27,0,3,Meal Plan 1,0,Room_Type 6,2,2,Online,0,0,0,161.33,0,
30538,86,2017,9,9,0,2,Meal Plan 1,0,Room_Type 1,2,0,Corporate,0,0,0,100,0,
30539,36,2018,3,24,0,1,Meal Plan 1,0,Room_Type 1,2,1,Online,0,0,0,115.2,0,
30540,99,2018,2,19,0,1,Meal Plan 1,0,Room_Type 1,1,0,Corporate,0,0,0,80,0,
30541,56,2018,6,8,0,1,Meal Plan 1,0,Room_Type 1,2,0,Offline,0,0,0,120,0,
30542,3,2018,9,24,0,1,Meal Plan 1,0,Room_Type 1,1,0,Offline,0,0,0,90,0,
30543,32,2017,10,24,1,1,Meal Plan 1,0,Room_Type 1,1,0,Online,0,0,0,120,1,
